"Var1","Var2","Var3","Freq"
"598","CSN","2009.01","Alouatta palliata",0
"599","KRP","2009.01","Alouatta palliata",0
"600","MAS","2009.01","Alouatta palliata",0
"601","NAK","2009.01","Alouatta palliata",0
"602","NNN","2009.01","Alouatta palliata",0
"603","PSH","2009.01","Alouatta palliata",0
"604","RNF","2009.01","Alouatta palliata",0
"605","UDZ","2009.01","Alouatta palliata",0
"606","VB-","2009.01","Alouatta palliata",0
"607","YAN","2009.01","Alouatta palliata",0
"608","YAS","2009.01","Alouatta palliata",0
"609","BBS","2010.01","Alouatta palliata",0
"610","BCI","2010.01","Alouatta palliata",0
"611","BIF","2010.01","Alouatta palliata",0
"612","CAX","2010.01","Alouatta palliata",0
"613","COU","2010.01","Alouatta palliata",0
"614","CSN","2010.01","Alouatta palliata",0
"615","KRP","2010.01","Alouatta palliata",0
"616","MAS","2010.01","Alouatta palliata",0
"617","NAK","2010.01","Alouatta palliata",0
"618","NNN","2010.01","Alouatta palliata",0
"619","PSH","2010.01","Alouatta palliata",0
"620","RNF","2010.01","Alouatta palliata",0
"621","UDZ","2010.01","Alouatta palliata",0
"622","VB-","2010.01","Alouatta palliata",0
"623","YAN","2010.01","Alouatta palliata",0
"624","YAS","2010.01","Alouatta palliata",0
"625","BBS","2011.01","Alouatta palliata",0
"626","BCI","2011.01","Alouatta palliata",10
"627","BIF","2011.01","Alouatta palliata",0
"628","CAX","2011.01","Alouatta palliata",0
"629","COU","2011.01","Alouatta palliata",0
"630","CSN","2011.01","Alouatta palliata",0
"631","KRP","2011.01","Alouatta palliata",0
"632","MAS","2011.01","Alouatta palliata",0
"633","NAK","2011.01","Alouatta palliata",0
"634","NNN","2011.01","Alouatta palliata",0
"635","PSH","2011.01","Alouatta palliata",0
"636","RNF","2011.01","Alouatta palliata",0
"637","UDZ","2011.01","Alouatta palliata",0
"638","VB-","2011.01","Alouatta palliata",0
"639","YAN","2011.01","Alouatta palliata",0
"640","YAS","2011.01","Alouatta palliata",0
"641","BBS","2012.01","Alouatta palliata",0
"642","BCI","2012.01","Alouatta palliata",0
"643","BIF","2012.01","Alouatta palliata",0
"644","CAX","2012.01","Alouatta palliata",0
"645","COU","2012.01","Alouatta palliata",0
"646","CSN","2012.01","Alouatta palliata",0
"647","KRP","2012.01","Alouatta palliata",0
"648","MAS","2012.01","Alouatta palliata",0
"649","NAK","2012.01","Alouatta palliata",0
"650","NNN","2012.01","Alouatta palliata",0
"651","PSH","2012.01","Alouatta palliata",0
"652","RNF","2012.01","Alouatta palliata",0
"653","UDZ","2012.01","Alouatta palliata",0
"654","VB-","2012.01","Alouatta palliata",0
"655","YAN","2012.01","Alouatta palliata",0
"656","YAS","2012.01","Alouatta palliata",0
"657","BBS","2013.01","Alouatta palliata",0
"658","BCI","2013.01","Alouatta palliata",0
"659","BIF","2013.01","Alouatta palliata",0
"660","CAX","2013.01","Alouatta palliata",0
"661","COU","2013.01","Alouatta palliata",0
"662","CSN","2013.01","Alouatta palliata",0
"663","KRP","2013.01","Alouatta palliata",0
"664","MAS","2013.01","Alouatta palliata",0
"665","NAK","2013.01","Alouatta palliata",0
"666","NNN","2013.01","Alouatta palliata",0
"667","PSH","2013.01","Alouatta palliata",0
"668","RNF","2013.01","Alouatta palliata",0
"669","UDZ","2013.01","Alouatta palliata",0
"670","VB-","2013.01","Alouatta palliata",0
"671","YAN","2013.01","Alouatta palliata",0
"672","YAS","2013.01","Alouatta palliata",0
"673","BBS","2007.01","Aplopelia larvata",0
"674","BCI","2007.01","Aplopelia larvata",0
"675","BIF","2007.01","Aplopelia larvata",0
"676","CAX","2007.01","Aplopelia larvata",0
"677","COU","2007.01","Aplopelia larvata",0
"678","CSN","2007.01","Aplopelia larvata",0
"679","KRP","2007.01","Aplopelia larvata",0
"680","MAS","2007.01","Aplopelia larvata",0
"681","NAK","2007.01","Aplopelia larvata",0
"682","NNN","2007.01","Aplopelia larvata",0
"683","PSH","2007.01","Aplopelia larvata",0
"684","RNF","2007.01","Aplopelia larvata",0
"685","UDZ","2007.01","Aplopelia larvata",0
"686","VB-","2007.01","Aplopelia larvata",0
"687","YAN","2007.01","Aplopelia larvata",0
"688","YAS","2007.01","Aplopelia larvata",0
"689","BBS","2008.01","Aplopelia larvata",0
"690","BCI","2008.01","Aplopelia larvata",0
"691","BIF","2008.01","Aplopelia larvata",0
"692","CAX","2008.01","Aplopelia larvata",0
"693","COU","2008.01","Aplopelia larvata",0
"694","CSN","2008.01","Aplopelia larvata",0
"695","KRP","2008.01","Aplopelia larvata",0
"696","MAS","2008.01","Aplopelia larvata",0
"697","NAK","2008.01","Aplopelia larvata",0
"698","NNN","2008.01","Aplopelia larvata",0
"699","PSH","2008.01","Aplopelia larvata",0
"700","RNF","2008.01","Aplopelia larvata",0
"701","UDZ","2008.01","Aplopelia larvata",0
"702","VB-","2008.01","Aplopelia larvata",0
"703","YAN","2008.01","Aplopelia larvata",0
"704","YAS","2008.01","Aplopelia larvata",0
"705","BBS","2009.01","Aplopelia larvata",0
"706","BCI","2009.01","Aplopelia larvata",0
"707","BIF","2009.01","Aplopelia larvata",0
"708","CAX","2009.01","Aplopelia larvata",0
"709","COU","2009.01","Aplopelia larvata",0
"710","CSN","2009.01","Aplopelia larvata",0
"711","KRP","2009.01","Aplopelia larvata",0
"712","MAS","2009.01","Aplopelia larvata",0
"713","NAK","2009.01","Aplopelia larvata",0
"714","NNN","2009.01","Aplopelia larvata",0
"715","PSH","2009.01","Aplopelia larvata",0
"716","RNF","2009.01","Aplopelia larvata",0
"717","UDZ","2009.01","Aplopelia larvata",15
"718","VB-","2009.01","Aplopelia larvata",0
"719","YAN","2009.01","Aplopelia larvata",0
"720","YAS","2009.01","Aplopelia larvata",0
"721","BBS","2010.01","Aplopelia larvata",0
"722","BCI","2010.01","Aplopelia larvata",0
"723","BIF","2010.01","Aplopelia larvata",0
"724","CAX","2010.01","Aplopelia larvata",0
"725","COU","2010.01","Aplopelia larvata",0
"726","CSN","2010.01","Aplopelia larvata",0
"727","KRP","2010.01","Aplopelia larvata",0
"728","MAS","2010.01","Aplopelia larvata",0
"729","NAK","2010.01","Aplopelia larvata",0
"730","NNN","2010.01","Aplopelia larvata",0
"731","PSH","2010.01","Aplopelia larvata",0
"732","RNF","2010.01","Aplopelia larvata",0
"733","UDZ","2010.01","Aplopelia larvata",72
"734","VB-","2010.01","Aplopelia larvata",0
"735","YAN","2010.01","Aplopelia larvata",0
"736","YAS","2010.01","Aplopelia larvata",0
"737","BBS","2011.01","Aplopelia larvata",0
"738","BCI","2011.01","Aplopelia larvata",0
"739","BIF","2011.01","Aplopelia larvata",0
"740","CAX","2011.01","Aplopelia larvata",0
"741","COU","2011.01","Aplopelia larvata",0
"742","CSN","2011.01","Aplopelia larvata",0
"743","KRP","2011.01","Aplopelia larvata",0
"744","MAS","2011.01","Aplopelia larvata",0
"745","NAK","2011.01","Aplopelia larvata",0
"746","NNN","2011.01","Aplopelia larvata",0
"747","PSH","2011.01","Aplopelia larvata",0
"748","RNF","2011.01","Aplopelia larvata",0
"749","UDZ","2011.01","Aplopelia larvata",108
"750","VB-","2011.01","Aplopelia larvata",0
"751","YAN","2011.01","Aplopelia larvata",0
"752","YAS","2011.01","Aplopelia larvata",0
"753","BBS","2012.01","Aplopelia larvata",0
"754","BCI","2012.01","Aplopelia larvata",0
"755","BIF","2012.01","Aplopelia larvata",0
"756","CAX","2012.01","Aplopelia larvata",0
"757","COU","2012.01","Aplopelia larvata",0
"758","CSN","2012.01","Aplopelia larvata",0
"759","KRP","2012.01","Aplopelia larvata",0
"760","MAS","2012.01","Aplopelia larvata",0
"761","NAK","2012.01","Aplopelia larvata",0
"762","NNN","2012.01","Aplopelia larvata",0
"763","PSH","2012.01","Aplopelia larvata",0
"764","RNF","2012.01","Aplopelia larvata",0
"765","UDZ","2012.01","Aplopelia larvata",124
"766","VB-","2012.01","Aplopelia larvata",0
"767","YAN","2012.01","Aplopelia larvata",0
"768","YAS","2012.01","Aplopelia larvata",0
"769","BBS","2013.01","Aplopelia larvata",0
"770","BCI","2013.01","Aplopelia larvata",0
"771","BIF","2013.01","Aplopelia larvata",0
"772","CAX","2013.01","Aplopelia larvata",0
"773","COU","2013.01","Aplopelia larvata",0
"774","CSN","2013.01","Aplopelia larvata",0
"775","KRP","2013.01","Aplopelia larvata",0
"776","MAS","2013.01","Aplopelia larvata",0
"777","NAK","2013.01","Aplopelia larvata",0
"778","NNN","2013.01","Aplopelia larvata",0
"779","PSH","2013.01","Aplopelia larvata",0
"780","RNF","2013.01","Aplopelia larvata",0
"781","UDZ","2013.01","Aplopelia larvata",127
"782","VB-","2013.01","Aplopelia larvata",0
"783","YAN","2013.01","Aplopelia larvata",0
"784","YAS","2013.01","Aplopelia larvata",0
"785","BBS","2007.01","Aquila africanus",0
"786","BCI","2007.01","Aquila africanus",0
"787","BIF","2007.01","Aquila africanus",0
"788","CAX","2007.01","Aquila africanus",0
"789","COU","2007.01","Aquila africanus",0
"790","CSN","2007.01","Aquila africanus",0
"791","KRP","2007.01","Aquila africanus",0
"792","MAS","2007.01","Aquila africanus",0
"793","NAK","2007.01","Aquila africanus",0
"794","NNN","2007.01","Aquila africanus",0
"795","PSH","2007.01","Aquila africanus",0
"796","RNF","2007.01","Aquila africanus",0
"797","UDZ","2007.01","Aquila africanus",0
"798","VB-","2007.01","Aquila africanus",0
"799","YAN","2007.01","Aquila africanus",0
"800","YAS","2007.01","Aquila africanus",0
"801","BBS","2008.01","Aquila africanus",0
"802","BCI","2008.01","Aquila africanus",0
"803","BIF","2008.01","Aquila africanus",0
"804","CAX","2008.01","Aquila africanus",0
"805","COU","2008.01","Aquila africanus",0
"806","CSN","2008.01","Aquila africanus",0
"807","KRP","2008.01","Aquila africanus",0
"808","MAS","2008.01","Aquila africanus",0
"809","NAK","2008.01","Aquila africanus",0
"810","NNN","2008.01","Aquila africanus",0
"811","PSH","2008.01","Aquila africanus",0
"812","RNF","2008.01","Aquila africanus",0
"813","UDZ","2008.01","Aquila africanus",0
"814","VB-","2008.01","Aquila africanus",0
"815","YAN","2008.01","Aquila africanus",0
"816","YAS","2008.01","Aquila africanus",0
"817","BBS","2009.01","Aquila africanus",0
"818","BCI","2009.01","Aquila africanus",0
"819","BIF","2009.01","Aquila africanus",0
"820","CAX","2009.01","Aquila africanus",0
"821","COU","2009.01","Aquila africanus",0
"822","CSN","2009.01","Aquila africanus",0
"823","KRP","2009.01","Aquila africanus",0
"824","MAS","2009.01","Aquila africanus",0
"825","NAK","2009.01","Aquila africanus",0
"826","NNN","2009.01","Aquila africanus",3
"827","PSH","2009.01","Aquila africanus",0
"828","RNF","2009.01","Aquila africanus",0
"829","UDZ","2009.01","Aquila africanus",0
"830","VB-","2009.01","Aquila africanus",0
"831","YAN","2009.01","Aquila africanus",0
"832","YAS","2009.01","Aquila africanus",0
"833","BBS","2010.01","Aquila africanus",0
"834","BCI","2010.01","Aquila africanus",0
"835","BIF","2010.01","Aquila africanus",0
"836","CAX","2010.01","Aquila africanus",0
"837","COU","2010.01","Aquila africanus",0
"838","CSN","2010.01","Aquila africanus",0
"839","KRP","2010.01","Aquila africanus",0
"840","MAS","2010.01","Aquila africanus",0
"841","NAK","2010.01","Aquila africanus",0
"842","NNN","2010.01","Aquila africanus",0
"843","PSH","2010.01","Aquila africanus",0
"844","RNF","2010.01","Aquila africanus",0
"845","UDZ","2010.01","Aquila africanus",0
"846","VB-","2010.01","Aquila africanus",0
"847","YAN","2010.01","Aquila africanus",0
"848","YAS","2010.01","Aquila africanus",0
"849","BBS","2011.01","Aquila africanus",0
"850","BCI","2011.01","Aquila africanus",0
"851","BIF","2011.01","Aquila africanus",0
"852","CAX","2011.01","Aquila africanus",0
"853","COU","2011.01","Aquila africanus",0
"854","CSN","2011.01","Aquila africanus",0
"855","KRP","2011.01","Aquila africanus",0
"856","MAS","2011.01","Aquila africanus",0
"857","NAK","2011.01","Aquila africanus",0
"858","NNN","2011.01","Aquila africanus",0
"859","PSH","2011.01","Aquila africanus",0
"860","RNF","2011.01","Aquila africanus",0
"861","UDZ","2011.01","Aquila africanus",0
"862","VB-","2011.01","Aquila africanus",0
"863","YAN","2011.01","Aquila africanus",0
"864","YAS","2011.01","Aquila africanus",0
"865","BBS","2012.01","Aquila africanus",0
"866","BCI","2012.01","Aquila africanus",0
"867","BIF","2012.01","Aquila africanus",0
"868","CAX","2012.01","Aquila africanus",0
"869","COU","2012.01","Aquila africanus",0
"870","CSN","2012.01","Aquila africanus",0
"871","KRP","2012.01","Aquila africanus",0
"872","MAS","2012.01","Aquila africanus",0
"873","NAK","2012.01","Aquila africanus",0
"874","NNN","2012.01","Aquila africanus",6
"875","PSH","2012.01","Aquila africanus",0
"876","RNF","2012.01","Aquila africanus",0
"877","UDZ","2012.01","Aquila africanus",0
"878","VB-","2012.01","Aquila africanus",0
"879","YAN","2012.01","Aquila africanus",0
"880","YAS","2012.01","Aquila africanus",0
"881","BBS","2013.01","Aquila africanus",0
"882","BCI","2013.01","Aquila africanus",0
"883","BIF","2013.01","Aquila africanus",0
"884","CAX","2013.01","Aquila africanus",0
"885","COU","2013.01","Aquila africanus",0
"886","CSN","2013.01","Aquila africanus",0
"887","KRP","2013.01","Aquila africanus",0
"888","MAS","2013.01","Aquila africanus",0
"889","NAK","2013.01","Aquila africanus",0
"890","NNN","2013.01","Aquila africanus",0
"891","PSH","2013.01","Aquila africanus",0
"892","RNF","2013.01","Aquila africanus",0
"893","UDZ","2013.01","Aquila africanus",0
"894","VB-","2013.01","Aquila africanus",0
"895","YAN","2013.01","Aquila africanus",0
"896","YAS","2013.01","Aquila africanus",0
"897","BBS","2007.01","Aramides cajaneus",0
"898","BCI","2007.01","Aramides cajaneus",0
"899","BIF","2007.01","Aramides cajaneus",0
"900","CAX","2007.01","Aramides cajaneus",0
"901","COU","2007.01","Aramides cajaneus",0
"902","CSN","2007.01","Aramides cajaneus",0
"903","KRP","2007.01","Aramides cajaneus",0
"904","MAS","2007.01","Aramides cajaneus",0
"905","NAK","2007.01","Aramides cajaneus",0
"906","NNN","2007.01","Aramides cajaneus",0
"907","PSH","2007.01","Aramides cajaneus",0
"908","RNF","2007.01","Aramides cajaneus",0
"909","UDZ","2007.01","Aramides cajaneus",0
"910","VB-","2007.01","Aramides cajaneus",0
"911","YAN","2007.01","Aramides cajaneus",0
"912","YAS","2007.01","Aramides cajaneus",0
"913","BBS","2008.01","Aramides cajaneus",0
"914","BCI","2008.01","Aramides cajaneus",0
"915","BIF","2008.01","Aramides cajaneus",0
"916","CAX","2008.01","Aramides cajaneus",0
"917","COU","2008.01","Aramides cajaneus",0
"918","CSN","2008.01","Aramides cajaneus",0
"919","KRP","2008.01","Aramides cajaneus",0
"920","MAS","2008.01","Aramides cajaneus",0
"921","NAK","2008.01","Aramides cajaneus",0
"922","NNN","2008.01","Aramides cajaneus",0
"923","PSH","2008.01","Aramides cajaneus",0
"924","RNF","2008.01","Aramides cajaneus",0
"925","UDZ","2008.01","Aramides cajaneus",0
"926","VB-","2008.01","Aramides cajaneus",0
"927","YAN","2008.01","Aramides cajaneus",0
"928","YAS","2008.01","Aramides cajaneus",0
"929","BBS","2009.01","Aramides cajaneus",0
"930","BCI","2009.01","Aramides cajaneus",0
"931","BIF","2009.01","Aramides cajaneus",0
"932","CAX","2009.01","Aramides cajaneus",0
"933","COU","2009.01","Aramides cajaneus",0
"934","CSN","2009.01","Aramides cajaneus",9
"935","KRP","2009.01","Aramides cajaneus",0
"936","MAS","2009.01","Aramides cajaneus",0
"937","NAK","2009.01","Aramides cajaneus",0
"938","NNN","2009.01","Aramides cajaneus",0
"939","PSH","2009.01","Aramides cajaneus",0
"940","RNF","2009.01","Aramides cajaneus",0
"941","UDZ","2009.01","Aramides cajaneus",0
"942","VB-","2009.01","Aramides cajaneus",0
"943","YAN","2009.01","Aramides cajaneus",0
"944","YAS","2009.01","Aramides cajaneus",0
"945","BBS","2010.01","Aramides cajaneus",0
"946","BCI","2010.01","Aramides cajaneus",20
"947","BIF","2010.01","Aramides cajaneus",0
"948","CAX","2010.01","Aramides cajaneus",0
"949","COU","2010.01","Aramides cajaneus",0
"950","CSN","2010.01","Aramides cajaneus",0
"951","KRP","2010.01","Aramides cajaneus",0
"952","MAS","2010.01","Aramides cajaneus",0
"953","NAK","2010.01","Aramides cajaneus",0
"954","NNN","2010.01","Aramides cajaneus",0
"955","PSH","2010.01","Aramides cajaneus",0
"956","RNF","2010.01","Aramides cajaneus",0
"957","UDZ","2010.01","Aramides cajaneus",0
"958","VB-","2010.01","Aramides cajaneus",0
"959","YAN","2010.01","Aramides cajaneus",0
"960","YAS","2010.01","Aramides cajaneus",0
"961","BBS","2011.01","Aramides cajaneus",0
"962","BCI","2011.01","Aramides cajaneus",50
"963","BIF","2011.01","Aramides cajaneus",0
"964","CAX","2011.01","Aramides cajaneus",0
"965","COU","2011.01","Aramides cajaneus",45
"966","CSN","2011.01","Aramides cajaneus",0
"967","KRP","2011.01","Aramides cajaneus",0
"968","MAS","2011.01","Aramides cajaneus",0
"969","NAK","2011.01","Aramides cajaneus",0
"970","NNN","2011.01","Aramides cajaneus",0
"971","PSH","2011.01","Aramides cajaneus",0
"972","RNF","2011.01","Aramides cajaneus",0
"973","UDZ","2011.01","Aramides cajaneus",0
"974","VB-","2011.01","Aramides cajaneus",0
"975","YAN","2011.01","Aramides cajaneus",0
"976","YAS","2011.01","Aramides cajaneus",0
"977","BBS","2012.01","Aramides cajaneus",0
"978","BCI","2012.01","Aramides cajaneus",0
"979","BIF","2012.01","Aramides cajaneus",0
"980","CAX","2012.01","Aramides cajaneus",0
"981","COU","2012.01","Aramides cajaneus",417
"982","CSN","2012.01","Aramides cajaneus",0
"983","KRP","2012.01","Aramides cajaneus",0
"984","MAS","2012.01","Aramides cajaneus",0
"985","NAK","2012.01","Aramides cajaneus",0
"986","NNN","2012.01","Aramides cajaneus",0
"987","PSH","2012.01","Aramides cajaneus",0
"988","RNF","2012.01","Aramides cajaneus",0
"989","UDZ","2012.01","Aramides cajaneus",0
"990","VB-","2012.01","Aramides cajaneus",0
"991","YAN","2012.01","Aramides cajaneus",0
"992","YAS","2012.01","Aramides cajaneus",0
"993","BBS","2013.01","Aramides cajaneus",0
"994","BCI","2013.01","Aramides cajaneus",0
"995","BIF","2013.01","Aramides cajaneus",0
"996","CAX","2013.01","Aramides cajaneus",0
"997","COU","2013.01","Aramides cajaneus",45
"998","CSN","2013.01","Aramides cajaneus",0
"999","KRP","2013.01","Aramides cajaneus",0
"1000","MAS","2013.01","Aramides cajaneus",0
"1001","NAK","2013.01","Aramides cajaneus",0
"1002","NNN","2013.01","Aramides cajaneus",0
"1003","PSH","2013.01","Aramides cajaneus",0
"1004","RNF","2013.01","Aramides cajaneus",0
"1005","UDZ","2013.01","Aramides cajaneus",0
"1006","VB-","2013.01","Aramides cajaneus",0
"1007","YAN","2013.01","Aramides cajaneus",0
"1008","YAS","2013.01","Aramides cajaneus",0
"1009","BBS","2007.01","Aramides calopterus",0
"1010","BCI","2007.01","Aramides calopterus",0
"1011","BIF","2007.01","Aramides calopterus",0
"1012","CAX","2007.01","Aramides calopterus",0
"1013","COU","2007.01","Aramides calopterus",0
"1014","CSN","2007.01","Aramides calopterus",0
"1015","KRP","2007.01","Aramides calopterus",0
"1016","MAS","2007.01","Aramides calopterus",0
"1017","NAK","2007.01","Aramides calopterus",0
"1018","NNN","2007.01","Aramides calopterus",0
"1019","PSH","2007.01","Aramides calopterus",0
"1020","RNF","2007.01","Aramides calopterus",0
"1021","UDZ","2007.01","Aramides calopterus",0
"1022","VB-","2007.01","Aramides calopterus",0
"1023","YAN","2007.01","Aramides calopterus",0
"1024","YAS","2007.01","Aramides calopterus",0
"1025","BBS","2008.01","Aramides calopterus",0
